일시,태양광 이용률,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),합계전천일사량(MJ/m2)
2017-07-25,19.13,28.2,0.02,1.48,73.58,18.73
2017-07-26,21.38,26.86,0,1.86,66.82,20.36
2017-07-27,11.73,25.6,1.12,0.94,72.66,10.77
2017-07-28,3.14,24.16,27.18,0.84,94.78,2.65
2017-07-29,11.84,25.82,0,1.54,83.16,12.4
2017-07-30,16.23,26.6,0,1.12,76.4,18.2
2017-07-31,3.64,24.08,29.18,0.94,91.62,2.76
2017-08-01,18.14,27.2,1.02,1,80.46,16.62
2017-08-02,15.87,28.44,0,0.66,80.22,13.51
2017-08-03,20.56,28.12,0,1.58,71.1,19.91
2017-08-04,19.62,28.24,0,1.16,72.9,20.2
2017-08-05,18.8,29.64,0,1.2,74.4,19.98
2017-08-06,12.15,28.54,2.62,1.22,81.36,9.22
2017-08-07,19.01,27.9,0,1.66,74.04,19.04
2017-08-08,14.38,26.46,0,1.22,75.4,14.18
2017-08-09,11.21,25.76,5.3,1.26,78.36,8.74
2017-08-10,6.31,24,13.9,1,93.66,3.6
2017-08-11,16.2,25.82,6.44,1.48,79.2,11.82
2017-08-12,18.62,26.02,0,1.4,72.56,15.07
2017-08-13,11.39,25.08,0.02,1.94,71.36,8.8
2017-08-14,6.13,23.34,2.8,2,79.5,4.94
2017-08-15,2.26,21.62,63.96,1.94,94.18,1.76
2017-08-16,8.04,22.44,7.92,1.7,89.48,8.46
2017-08-17,12.19,23.96,9.22,1.32,85.56,12.38
2017-08-18,12.87,24.64,6.92,1,84.3,13.58
2017-08-19,10.21,24.66,5.32,1.06,85.62,8.03
2017-08-20,4.68,23.06,82.1,1.92,93.36,5.17
2017-08-21,9.35,24.48,24.58,2.02,91.22,8.77
2017-08-22,17.71,26.1,0.2,1.22,81.6,16.67
2017-08-23,9.82,25.88,38.34,1.7,91.88,9.85
2017-08-24,5.24,25.74,39.92,2.82,91.64,4.53
2017-08-25,18.88,24.06,0,1.28,74.08,19.2
2017-08-26,22.44,21.92,0.02,1.38,66.02,20.63
2017-08-27,9.12,20.3,0,0.8,79.5,6.85
2017-08-28,6.73,20.16,15.74,1.24,86.42,5.45
2017-08-29,20.47,19.12,0,2,60.08,19.14
2017-08-30,9.31,17.92,0,1.04,67.16,7.46
2017-08-31,19.92,19.94,0,1.1,74.28,15.44
2017-09-01,22.35,20.9,0,1.24,66.98,19.98
2017-09-02,19.88,21.28,0,1.1,71.08,17.06
2017-09-03,19.51,21.66,0,1,72.72,16.82
2017-09-04,18.14,22.02,0,1.02,68.2,16.24
2017-09-05,5.32,20.04,0,0.86,77.82,4.41
2017-09-06,5.25,19.32,1.28,0.64,87.38,3.89
2017-09-07,14.92,21.32,0,1,81.38,15.07
2017-09-08,17.83,22.7,0,1.08,76.22,15.3
2017-09-09,15.12,22.04,0,1,80.32,13.9
2017-09-10,6.64,21.22,0.06,0.76,87.22,5.06
2017-09-11,8.47,20.02,16.48,1.4,86.14,7.26
2017-09-12,17.99,20.22,0,1.34,70.64,17.85
2017-09-13,21.82,19.04,0,1.18,65.14,18.48
2017-09-14,20.76,19.48,0,1.16,67.98,17.89
2017-09-15,20.02,20.64,0,2.18,58.4,16.07
2017-09-16,18.38,19.4,0,2.08,63.8,14.04
2017-09-17,19.33,21.06,0,1.94,63.78,15.87
2017-09-18,18.88,19.92,0,1.38,73.5,16.87
2017-09-19,7.89,20.54,6.22,1.92,84.3,7.25
2017-09-20,21.51,17.82,0,1.7,59.16,18.04
2017-09-21,19.83,17.08,0,0.92,73.12,17.06
2017-09-22,17.17,18.26,0,1.24,73.12,14.56
2017-09-23,12.63,19.38,0,1.08,80.72,9.89
2017-09-24,11.37,20.42,0,1.28,83.14,10.91
2017-09-25,15.99,21.12,0,1.06,75.74,14.37
2017-09-26,15.55,21.96,0.04,1.1,73.1,12.92
2017-09-27,8.08,20.8,0.7,1.24,76.26,7.79
2017-09-28,19.83,18.32,0,2.28,56.24,16.42
2017-09-29,18.39,14.2,0,1.46,57.24,14.38
2017-09-30,14.29,17.3,0,1.28,74.1,12.37
2017-10-01,4.59,16.08,6.52,1.22,87.12,3.69
2017-10-02,18.27,19.8,1.76,1.64,74.14,14.97
2017-10-03,11.9,16.6,0,1.58,62.7,9.43
2017-10-04,17.24,15.2,0,1.36,62.28,13.4
2017-10-05,12.19,16.24,0,1.42,70.54,9.85
2017-10-06,7.88,16.82,0.44,1.4,78.32,6.79
2017-10-07,13.82,19.94,0.04,0.9,78,10.98
2017-10-08,14.22,20.82,0,1.06,77.64,11.1
2017-10-09,13.17,20.56,0,1.02,76.68,13.4
2017-10-10,6.61,19.86,2.32,1.02,83.88,6.31
2017-10-11,5.25,14.96,9.84,2.06,83.34,4.12
2017-10-12,4.51,10.78,0.26,1.28,79.8,3.82
2017-10-13,15.58,10.72,0,1.18,72.16,12.2
2017-10-14,16.96,11.98,0,1.32,59.32,12.78
2017-10-15,16.18,13.28,0,1.08,63.06,11.94
2017-10-16,10.88,14.66,0,1.12,62.5,8.49
2017-10-17,17.4,14.075,0,0.9,65.825,13.03
2017-10-18,4.91,14.56,0.12,1.4,71.74,4.12
2017-10-19,15.57,15.075,0,1.26,68.375,11.71
2017-10-20,17.04,14.14,0,0.82,71.48,12.56
2017-10-21,16.83,14.1,0,0.88,69.34,12.62
2017-10-22,15.01,14.1,0,2.46,61.32,12.15
2017-10-23,16.56,11.5,0,1.22,60.36,12.17
2017-10-24,14.35,11.34,0,0.92,68.4,10.08
2017-10-25,15.94,11.26,0,0.94,73.86,11.52
2017-10-26,9.11,12.5,0,0.74,69.16,8.38
2017-10-27,15.06,14.18,0,0.8,65.64,10.96
2017-10-28,15.83,14.06,0,0.88,67.22,11.52
2017-10-29,13.97,10.18,0,2.44,56.48,10.57
2017-10-30,17.5,6,0,1.5,40.12,12.15
2017-10-31,16.07,7.06,0,1.08,66.76,11.64
2017-11-01,7.05,12.46,0,1.14,77.08,5.3
2017-11-02,4.91,14.16,0.32,1.06,83.7,4.46
2017-11-03,9.36,11.1,2.2,2.32,70.66,6.99
2017-11-04,14.25,6.6,0,1.58,59,10.54
2017-11-05,13.25,5.76,0,0.86,71.54,10.45
2017-11-06,12.83,9.04,0,1,73.6,9.87
2017-11-07,9.38,12.48,0,0.86,70.46,8.27
2017-11-08,13.08,12.22,0.04,2.18,60.2,9.04
2017-11-09,14.74,7.02,0,0.8,56,9.87
2017-11-10,4.05,7.96,6.64,2.28,67.58,3.63
2017-11-11,16.3,4.94,0,1.78,51.46,10.71
2017-11-12,13.99,3.06,0,0.86,71.94,9.42
2017-11-13,4.7,6.32,2.76,1.36,72.46,3.94
2017-11-14,14.53,6.22,0,2.02,54.64,9.71
2017-11-15,13.08,2.28,0.04,2.42,50.6,8.97
2017-11-16,15.45,4.44089E-17,0,1.12,45.38,9.88
2017-11-17,2.1,0.92,0.04,1.08,55,1.93
2017-11-18,16.45,-1.54,0,3.32,38.94,10.41
2017-11-19,15.02,-2,0,1.8,40.18,9.64
2017-11-20,8.25,-1.66,0.14,1.14,67.82,6.17
2017-11-21,13.42,-1.52,0,0.88,72.38,10
2017-11-22,6.45,2.5,0.72,1.68,63.98,5.42
2017-11-23,9.76,-0.12,0.52,1.9,58.36,6.72
2017-11-24,8.08,-1.32,0.82,1.5,70.3,6.65
2017-11-25,5.64,1.64,13.12,1.74,80.82,5.36
2017-11-26,10.27,2.64,0.24,1.38,77.44,8.14
2017-11-27,14.14,0.3,0,0.8,71.58,9.17
2017-11-28,8.03,4.08,0.2,0.8,73.9,5.58
2017-11-29,14.06,4.175,0.04,2.22,44.575,8.7
2017-11-30,14.88,-2.12,0,2.66,29.6,9.08
2017-12-01,13.52,-3.12,0,1.4,50.86,8.84
2017-12-02,11.52,-0.46,0.04,0.88,68.38,8.78
2017-12-03,4.83,2.54,2.02,0.72,87,3.84
2017-12-04,14.54,-1.14,0.28,2.88,53.52,8.88
2017-12-05,14.67,-4.4,0.04,2.2,41.02,8.83
2017-12-06,10.18,-1.04,1.78,1.46,76.02,7.5
2017-12-07,9.05,0.1,0.22,1.74,67.26,7.2
2017-12-08,14.07,-3.82,0,1.88,45.32,8.68
2017-12-09,11.07,-2.04,0,0.92,58.1,6.49
2017-12-10,3.32,0.04,7.4,2.08,71.12,2.8
2017-12-11,12.08,-7.12,0,3.9,40.66,9
2017-12-12,13.22,-9.25,0,1.78,44.95,8.8
2017-12-13,13.3,-9.52,0,1.46,47.78,8.92
2017-12-14,7.29,-8.62,0,0.78,59.36,6
2017-12-15,4.75,-5.16,0,0.74,61.96,4.14
2017-12-16,12.05,-5.58,0,2.76,45.54,7.74
2017-12-17,13.24,-7.46,0,1.62,46.64,8.49
2017-12-18,3.82,-3.24,1.32,1.18,78.88,5.36
2017-12-19,11.05,-5.633333333,0,1.8,55.73333333,8.62
2017-12-20,6.27,-5.62,1.08,1.06,72,4.48
2017-12-21,8.82,-3.34,0,0.92,78.16,6.8
2017-12-22,7.22,0.88,0,1.04,74.88,5.19
2017-12-23,6.03,3.22,0,0.76,82.78,3
2017-12-24,0.97,1.68,13.44,1.7,85.9,0.98
2017-12-25,14.07,-2.66,0,2.4,47.84,8.67
2017-12-26,13.66,-4.72,0,2.48,49.06,8.85
2017-12-27,14.34,-7.42,0,1.62,39.64,8.63
2017-12-28,7.88,-3.44,0,0.86,56.3,6.19
2017-12-29,6.07,0.66,0,0.9,70.82,4.42
2017-12-30,4.71,-0.02,1.46,0.82,83.64,3.57
2017-12-31,11.61,-0.36,0.76,2.3,56.36,8.21
2018-01-01,11.92,-2.98,0,1.04,53.72,7.56
2018-01-02,9.39,-3.16,0,1.54,51.6,5.85
2018-01-03,14.19,-4.76,0,1.82,44.52,8.67
2018-01-04,10.03,-5.64,0,1,54.02,6.55
2018-01-05,12.33,-4.5,0,1.2,62.8,7.85
2018-01-06,14.25,-4.6,0,1,60.06,8.67
2018-01-07,6.33,-3.04,0,0.86,58.28,4.79
2018-01-08,4.7,0.72,0.98,1.78,59.06,3.07
2018-01-09,7.67,-4.16,0.32,2.86,58.56,7.32
2018-01-10,9.54,-7.72,0.24,2.72,54.74,9.1
2018-01-11,11.52,-11.24,0,2.36,51.56,8.68
2018-01-12,14.31,-11.02,0,1.24,47.84,9.58
2018-01-13,4.28,-5.96,0.18,0.98,72.58,4.14
2018-01-14,9.28,-0.86,0,1.4,69.88,7.37
2018-01-15,10.79,2.94,0.48,1.22,70.12,7.59
2018-01-16,3.54,1.24,0,0.92,74.88,3.27
2018-01-17,6.89,2.84,0.64,1.14,79.94,4.36
2018-01-18,6.5,1.1,0,1.26,65.12,5.34
2018-01-19,14.09,-0.14,0,1.22,50.44,8.83
2018-01-20,7.74,-0.18,0,1.06,68.36,5.94
2018-01-21,11.83,-1.78,0,0.84,57.92,8.06
2018-01-22,4.09,-0.88,3.64,1.52,66.42,3.54
2018-01-23,11.36,-11.34,0,3.7,41.52,10.69
2018-01-24,12.45,-14.12,0,3.16,33.34,10.89
2018-01-25,11.79,-14.04,0,2.4,37.32,9.72
2018-01-26,13.91,-14.84,0,2.28,37.18,10.92
2018-01-27,13.66,-11.54,0,1.06,50.08,10.46
2018-01-28,13.01,-6.3,0,2.14,40.58,9.38
2018-01-29,16.38,-9.02,0,2.3,40.52,10.55
2018-01-30,12.58,-6.74,0.22,1.18,66.36,7.48
2018-01-31,5.81,-3.36,0,1.06,58.02,5.62
2018-02-01,17.58,-5.5,0,1.16,50.88,11.24
2018-02-02,15.76,-4.36,0,1.08,55,10.14
2018-02-03,17.35,-7.04,0.48,3.02,49.5,11.82
2018-02-04,18.19,-9.66,0,2.3,43.68,11.63
2018-02-05,19.06,-9.9,0,2.54,41.3,11.97
2018-02-06,18.85,-10.32,0,2.42,40.08,11.92
2018-02-07,17.86,-9.62,0,1.16,46.04,11.52
2018-02-08,16.69,-6.62,0,0.88,50.64,10.94
2018-02-09,8.01,-1.86,0,0.98,49.84,5.85
2018-02-10,11.87,-1.5,0,2.66,45.16,9.35
2018-02-11,14.74,-6.64,0.5,2.42,47.2,10.29
2018-02-12,14.37,-6.6,0.36,2.24,48.24,11.08
2018-02-13,15.61,-2.66,0.04,2.04,65.1,11.32
2018-02-14,8.54,2.3,0,2.66,54.66,6.18
2018-02-15,18.85,-0.7,0,2,30.44,12.59
2018-02-16,17.12,-2.14,0,1.76,47.94,11.62
2018-02-17,20.19,-2.9,0,2.34,28.16,13.25
2018-02-18,12.31,-1.42,0,0.98,36.08,8.43
2018-02-19,11.57,0.4,0,1,52.66,8.75
2018-02-20,15.2,-0.04,0.02,1.76,46.5,9.45
2018-02-21,18.28,-1.36,0,1.98,31.58,12.54
2018-02-22,12.48,-0.1,0.4,1.96,60.4,7.77
2018-02-23,8.28,3.26,4.06,1.8,81.9,7.91
2018-02-24,15.19,2.1,0,1.7,54.3,11.09
2018-02-25,18.81,1.12,0,1.42,46.08,12.97
2018-02-26,20.05,1.1,0,1.1,52.92,14.1
2018-02-27,2.92,1.7,0,0.7,57.42,2.51
2018-02-28,1.55,3.56,25.36,2.16,76.16,1.29
2018-03-01,18.78,-0.06,1.54,4.1,62.36,13.69
2018-03-02,21.03,-1.36,0,1.38,45.8,15.12
2018-03-03,19.44,7.02,0,1.46,42.06,14.4
2018-03-04,5.67,8.84,12.3,1.48,86.16,4.29
2018-03-05,15.5,4.28,9.3,3.16,68.02,11.99
2018-03-06,20.95,3.14,0,1.24,58.12,15.02
2018-03-07,12.85,5.08,1.5,2.16,60.22,9.74
2018-03-08,10.89,4.3,5.7,1.82,79.28,6.85
2018-03-09,14.58,4.16,0,1.48,67.3,10.69
2018-03-10,17.93,3.34,0,1.62,70.52,13.94
2018-03-11,20.21,5.76,0,1.64,57.88,15.35
2018-03-12,16.08,6.42,0,1.26,58.32,12.79
2018-03-13,16.54,10.88,0,1.9,66.76,13.22
2018-03-14,15.81,15.46,0,1.98,65.24,13.98
2018-03-15,1.44,11.36,24.64,1.8,92.62,1.37
2018-03-16,22.48,5.9,0,2.72,52.58,16.51
2018-03-17,20.86,5.5,0,1.48,56.42,16.15
2018-03-18,7.22,7.18,1.38,0.94,64.86,6.32
2018-03-19,4.15,7.76,3.34,2.56,68.08,2.52
2018-03-20,16.35,4.4,0,3.8,41.92,11.96
2018-03-21,5.99,2.18,0.72,2.48,59.92,2.98
2018-03-22,22.5,4.94,0,2.02,61.16,17.5
2018-03-23,20.43,5.1,0,1.52,60.94,16.09
2018-03-24,15.94,7.46,0,1.88,66.56,13.01
2018-03-25,19.86,8.92,0,1.68,66.96,16.07
2018-03-26,18.7,9.74,0,1.44,69.32,15.67
2018-03-27,16.73,11.78,0,1.58,68.58,14.68
2018-03-28,15.62,12.96,0,1.88,69.76,13.4
2018-03-29,14.97,14.64,0,1.52,68.06,11.43
2018-03-30,19.24,13.68,0,1.94,58.38,15.18
2018-03-31,17.99,13.3,0,1.68,60.94,15.99
2018-04-01,7.45,14.58,0,1.4,69.74,4.78
2018-04-02,13.89,17.44,0,1.96,69.16,12.04
2018-04-03,9.73,17.46,0.24,1.9,72.7,8.76
2018-04-04,12.45,11.74,16,2.76,70.9,10.21
2018-04-05,2.26,6.98,15.56,2.48,88.5,2.21
2018-04-06,13.42,6.1,7.78,3.32,70.32,10.5
2018-04-07,20.81,4.5,0.22,4.32,43.92,18.24
2018-04-08,9.89,3.46,2.64,1.9,65.84,8.22
2018-04-09,20.3,7.12,0,1.16,64.92,17.65
2018-04-10,17.52,14.1,6.12,3.52,58,17.54
2018-04-11,24.33,12.62,0,3.24,51.14,24.1
2018-04-12,24.19,11.96,0,2.5,39.1,23.92
2018-04-13,12.75,13.2,0,1.76,33,12.99
2018-04-14,3.07,8.58,12.14,1.94,81.44,2.91
2018-04-15,17.82,9.26,0,2.28,68.36,18.79
2018-04-16,24.38,10.52,0,1.46,54.54,24.26
2018-04-17,22.92,11.52,0,1.58,50.36,22.73
2018-04-18,24.14,11.52,0,1.58,46.7,25.11
2018-04-19,22.28,13,0,1.5,50.18,22.8
2018-04-20,21.89,17.08,0,1.2,54.56,22.64
2018-04-21,24.07,17.24,0,1.48,45.36,25.55
2018-04-22,6.5,14.74,5.44,1.92,57.72,4.8
2018-04-23,2.36,9.38,59.74,3.04,90.9,2.33
2018-04-24,9.84,11.6,3.66,2.46,61.22,8.84
2018-04-25,24.12,13.54,0,1.36,48.12,25.01
2018-04-26,21.57,14.22,0,1.66,57.72,22.03
2018-04-27,21.87,14.52,0,1.36,62.48,22.27
2018-04-28,24.41,14.46,0,1.6,57.98,26.17
2018-04-29,22.6,14.68,0,1.48,54.92,23.82
2018-04-30,19.49,17.62,0,1.32,65.38,22.09
2018-05-01,12.34,19.64,0.02,1.28,74.58,13.33
2018-05-02,4.14,14.18,15.12,2.06,90.04,5.45
2018-05-03,18.34,10.68,1.16,2.62,68.54,22.13
2018-05-04,25.73,13.72,0,3.14,51.88,27.61
2018-05-05,19.81,16.88,0,2.28,54.5,20.36
2018-05-06,7.15,15.66,22.58,1.52,89.2,6.78
2018-05-07,16.98,18,0,1.42,68.175,17.89
2018-05-08,18.84,16.22,0,2.7,56.72,21.64
2018-05-09,24.55,14.48,0.12,1.74,57.44,26.81
2018-05-10,24.1,14.74,0,1.92,70.28,26.78
2018-05-11,16.99,15.46,0,1.58,65.48,19.03
2018-05-12,1.75,13.06,27.7,1.14,91.26,1.57
2018-05-13,15.73,16.04,0.42,1.86,82.64,13.44
2018-05-14,17.42,17.3,0,1.24,80.28,21
2018-05-15,19.17,21.76,0,1.02,66.94,20.58
2018-05-16,1.66,21.24,36.04,1.32,95.2,1.5
2018-05-17,4.42,20.8,71.32,1.34,95.12,4.19
2018-05-18,5.01,15.28,7.12,2.1,85.64,3.2
2018-05-19,25.94,16.96,0,2.38,53.26,29.14
2018-05-20,14.07,16,0,1.98,44.72,14.37
2018-05-21,21.46,16.22,0,1.94,56.24,24.55
2018-05-22,11.35,17.06,11.34,1.08,80.66,12.94
2018-05-23,25.72,17.32,6.48,2.24,63.04,29.08
2018-05-24,24.83,17.34,0,1.96,59.12,27.19
2018-05-25,22.73,18.4,0,1.36,57.2,24.82
2018-05-26,24.49,20.22,0,1.36,60.6,27.18
2018-05-27,14.79,19.26,0,1.38,60.8,15.06
2018-05-28,24.16,20.82,0,1.46,61.62,27.18
2018-05-29,14.5,20.86,3.38,1.56,72.22,14.08
2018-05-30,18.57,19.56,5.94,1.86,75.14,19.09
2018-05-31,23.98,19.84,0,1.52,67.48,26.24
2018-06-01,24.33,22.56,0,1.48,60.12,27.95
2018-06-02,24.82,22.12,0,1.58,53.96,28.65
2018-06-03,23.27,21.78,0,1.24,53.66,25.75
2018-06-04,18.92,21.26,0,1.5,60.38,21.59
2018-06-05,22.82,22.6,0,1.48,61.04,25.71
2018-06-06,22.44,22.02,0,1.54,69.4,26.16
2018-06-07,19.69,21.66,0,1.5,72.76,22.34
2018-06-08,16.5,21.28,0,1.66,72.86,22.49
2018-06-09,17.35,22.42,1.68,2.02,65.14,17.77
2018-06-10,12.92,20.34,0.84,2.3,64.54,15.44
2018-06-11,11.29,19.5,1.34,1.52,68.08,10.31
2018-06-12,22.14,20.52,1.54,1.7,67.84,23.69
2018-06-13,15.83,21.4,0,1.42,70.04,16.56
2018-06-14,11.55,20.9,15.64,1.98,74.18,13.43
2018-06-15,20.41,20.52,1.18,2.36,64.32,24.89
2018-06-16,22.95,20.88,0,1.5,62.46,28.6
2018-06-17,13.7,21.26,0,1.02,73.72,14.97
2018-06-18,20.59,23.72,0,1.32,65.2,26.9
2018-06-19,13.45,21.4,0,1.4,69.96,14.94
2018-06-20,19.86,22.4,0,1.94,70.56,26.18
2018-06-21,22.83,23.28,0,2.12,62.96,28.08
2018-06-22,23.66,23.72,0,1.42,55.42,27.36
2018-06-23,19.82,23.36,0,1.68,59.5,22.48
2018-06-24,22,24.64,0,1.76,66.52,26.04
2018-06-25,17.62,25.28,0,1.1,65.76,20.28
2018-06-26,1.65,21.68,90.06,2.36,90.54,1.76
2018-06-27,12.49,22.28,0.62,1.72,85.52,11.49
2018-06-28,8.04,22.62,11.48,1.38,87.4,6.04
2018-06-29,18.42,24.14,0.24,1.26,81.1,19.17
2018-06-30,11.32,24.04,8.06,1.04,85.42,13.79
2018-07-01,1.99,21.28,69.94,1.48,95.46,1.91
2018-07-02,6.6,22.38,63.64,1.38,94.88,6.16
2018-07-03,19.65,25.9,4.44,1.32,82.46,22.61
2018-07-04,20.44,26.52,0,1.54,76.06,24.07
2018-07-05,14.37,24.26,14.8,1.6,81.6,13.84
2018-07-06,15.27,22.72,0,2.56,66.24,15.82
2018-07-07,23.71,22.34,0,2.38,59.18,24.83
2018-07-08,21.59,21.82,0,2.04,61.54,24.62
2018-07-09,3.99,19.84,22.28,1.72,88.2,3.93
2018-07-10,7.4,23.32,11.04,0.98,90.8,7.23
2018-07-11,9.82,25.74,12.12,0.98,90.46,13.11
2018-07-12,13.63,26.2,0.08,1.22,86.24,15.26
2018-07-13,15.65,26.48,0.02,1.16,82.06,17.2
2018-07-14,19.43,27.1,0,1.52,76.96,23.27
2018-07-15,20.84,27.4,0,1.22,75.72,25.67
2018-07-16,22.23,27.22,0,1.3,74.12,27.3
2018-07-17,21.67,26.84,0,1.36,74.46,27.15
2018-07-18,22.16,26.96,0,1.24,74.14,26.27
2018-07-19,22.38,27.34,0,1.26,72.96,27.3
2018-07-20,21.89,27.92,0,1.08,72.7,25.64
2018-07-21,22.84,28.66,0,1.08,67.1,27.28
2018-07-22,21.54,29.78,0,1.08,64.62,24.59
2018-07-23,19.14,30.14,0,1.16,66.34,23.45
2018-07-24,19.96,30.34,0,1.28,69.36,23.62
2018-07-25,14.27,29.36,0,1.68,71.92,17.2
2018-07-26,15.34,29.16,0,1.08,75.72,18.44
2018-07-27,19.26,29.98,0,1.24,75.82,22.71
2018-07-28,14,28.96,11.76,1.08,81.54,11.75
2018-07-29,21.26,29.72,0,1.94,62.28,22.66
2018-07-30,20.35,30.22,0,1.64,61.32,20.99
2018-07-31,21.61,30.32,0,1.36,63.18,23.85
2018-08-01,21.91,31.54,0,1.08,65.9,25.39
2018-08-02,20.27,31.66,0,1.12,65.06,21.93
2018-08-03,20.22,31.56,0,1.52,65.92,23.73
2018-08-04,18.84,30.12,0,1.8,68.86,21.8
2018-08-05,18.03,29.38,13.28,1.88,76.26,24.02
2018-08-06,16.54,29.16,0.52,1.28,79.14,17.5
2018-08-07,17.79,29.48,0.1,1.38,71.42,18.01
2018-08-08,18.14,29.66,1.48,1.34,74.3,23.43
2018-08-09,12.67,27.92,11.94,1.26,83.68,16.5
2018-08-10,20.38,29.44,0,1.54,70.64,21.89
2018-08-11,19.24,29.14,0,1.56,67.22,16.83
2018-08-12,18.59,29.26,1.32,1.44,69.02,20.95
2018-08-13,17.1,29.58,7.76,1.1,75.5,19.61
2018-08-14,18.23,30.3,0,1.02,70.52,16.79
2018-08-15,19,29.82,2.98,1.52,70.86,22.08
2018-08-16,19.6,27.88,0,2.38,61.64,22.81
2018-08-17,23.32,25.12,0,2.52,51.96,26.06
2018-08-18,21.52,24.24,0,1.48,60.74,23.61
2018-08-19,18.53,25.58,0,1.06,65.98,22.09
2018-08-20,14.58,27.42,0.04,1.78,65.1,15.68
2018-08-21,10.74,25.2,3.8,1.98,79.26,9.71
2018-08-22,20.45,28.68,0,1.74,66.84,23.75
2018-08-23,7.39,27.68,2.08,2.4,69.08,9.54
2018-08-24,4.73,24.1,18.48,2.28,89.14,7.32
2018-08-25,13.02,24.4,0,2.02,78.96,14.3
2018-08-26,9.89,21.58,2.9,1.22,83.72,7.9
2018-08-27,7.7,22.5,35.98,0.94,91.36,5.35
2018-08-28,4.63,23.24,90.98,1.08,94.86,2.88
2018-08-29,7.3,24.28,63.48,1.96,91.08,10.31
2018-08-30,12.47,25.58,10.44,1.4,85.28,17.31
2018-08-31,17.13,24.24,1.7,1.2,78.76,17.78
2018-09-01,19.86,24.1,0,1.68,71.1,20.31
2018-09-02,18.24,23.44,0,1.66,68.26,20.81
2018-09-03,5.12,22.88,24.78,1.18,89.02,7.91
2018-09-04,19.07,23.08,0.18,1.84,73.56,20.4
2018-09-05,20.82,22.6,0,2.16,69.54,19.33
2018-09-06,11.3,22.2,4.7,1.66,79.96,11.35
2018-09-07,18.05,20.64,1.56,2,68.42,17.82
2018-09-08,22.69,19.48,0,1.16,66.22,22.69
2018-09-09,21.65,20.14,0,1.1,65.92,18.12
2018-09-10,19.7,20.9,0,1.72,63.9,20.16
2018-09-11,18.14,19.92,0,1.58,63.4,18.07
2018-09-12,20.13,20.9,0,1.4,67.14,21
2018-09-13,13.27,21.36,0,1.36,77.16,14.31
2018-09-14,8.94,21.98,0.2,1.24,79.3,6.67
2018-09-15,6.19,21.76,4.28,0.92,88.76,4.64
2018-09-16,6.7,21.7,0.62,0.98,88.06,6.42
2018-09-17,21.2,21.42,0.02,1.12,72.18,20.53
2018-09-18,15.9,20.34,0,1.08,73.66,16.6
2018-09-19,10.22,20.08,0.32,0.92,77.12,9.57
2018-09-20,3.15,18.34,8.6,1.6,90.14,3.21
2018-09-21,5.22,18.94,23.26,1.22,90.9,5.84
2018-09-22,20.49,19.84,0.44,1.6,71.52,19.54
2018-09-23,14.53,17.4,0.66,1.26,69.78,13.29
2018-09-24,22.2,15.72,0.02,1.22,64.04,20.57
2018-09-25,21.35,15.74,0,1.08,67.08,20.16
2018-09-26,17.34,17.38,0,1.68,63.92,15.61
2018-09-27,19.96,16.9,0,1.34,63.74,17.56
2018-09-28,9.25,15.48,0,1.14,74.88,8.84
2018-09-29,20.59,18.04,0,1.06,73.1,19.42
2018-09-30,18.77,16.16,0,1.86,65.4,18.64
2018-10-01,14.34,14.16,0.4,2,65.44,13.95
2018-10-02,19.66,13.7,0,1.08,74.88,18.45
2018-10-03,20,14.74,0,0.78,74.7,18.58
2018-10-04,18.31,17.72,0,1.5,67.72,17.08
2018-10-05,2.54,16.18,27.42,1.84,87.7,2.64
2018-10-06,6.18,17.42,52,2.54,85.5,6.44
2018-10-07,18.76,15.4,0,1.26,67.96,17.19
2018-10-08,16.4,12.28,0,0.84,67.18,13.59
2018-10-09,8.99,13.4,0,1,72.82,8.8
2018-10-10,14.57,11.84,4.18,2.32,64.84,11.94
2018-10-11,17.53,8.6,0,1.72,63.72,15.33
2018-10-12,20.27,8.58,0,0.86,72.84,17.42
2018-10-13,19.05,10.04,0,0.76,73.74,16.59
2018-10-14,17.62,11.42,0,0.96,73.1,16.07
2018-10-15,13.79,12.78,0,0.86,80.54,13.34
2018-10-16,12.43,12.16,0,0.86,76.72,11.13
2018-10-17,17.75,10.3,0,1.08,72.6,16.35
2018-10-18,12.35,10.28,2.02,1.44,78.84,12.18
2018-10-19,19.16,11.14,0,1.1,70.06,16.39
2018-10-20,18.12,10.56,0,0.76,71.1,15.48
2018-10-21,17.95,10.52,0,0.76,70.54,15.41
2018-10-22,12.16,11.14,0,0.66,71.46,11.26
2018-10-23,7.67,9.78,7.06,0.9,90.58,6.02
2018-10-24,15.98,10.52,0,0.9,80.18,14.39
2018-10-25,15.89,11.12,0,0.7,75.74,13.84
2018-10-26,3.04,10.98,9.04,1.56,83.96,3.19
2018-10-27,13.35,7.88,0.02,2.48,59.38,12.81
2018-10-28,5.99,7.04,10.74,1.5,84.08,6.08
2018-10-29,10.59,6.54,0.02,1.8,69.78,8.63
2018-10-30,18.22,5.84,0.02,1.38,59.62,14.51
2018-10-31,18.26,6.5,0,1.2,64.4,14.44
2018-11-01,17.44,6.22,0,0.8,71,13.86
2018-11-02,16.89,8.14,0,0.66,70.36,13.43
2018-11-03,16.53,8.76,0,0.74,70.44,13.25
2018-11-04,16.51,9.38,0,0.88,68.64,13.69
