일시,태양광 이용률,평균기온(°C),일강수량(mm),합계전천일사량(MJ/m2)
2015-01-01,13.36,-7.42,0,8.42
2015-01-02,13.36,-6.36,0,7.96
2015-01-03,12.5,-4.6,0,7.15
2015-01-04,7.17,0.72,0,5.38
2015-01-05,8.48,1.26,1.26,5.89
2015-01-06,15.8,-2.42,2.2,8.88
2015-01-07,15.32,-5.66,0,8.74
2015-01-08,14.81,-6.56,0,8.68
2015-01-09,9.79,-4.3,0,5.72
2015-01-10,13.91,-1.86,0,8.52
2015-01-11,13.14,-0.5,0.08,8.64
2015-01-12,13.79,-3.92,0,8.63
2015-01-13,10.76,-2.46,0,7.56
2015-01-14,4.17,0.92,0,3.3
2015-01-15,10.98,1.98,0,7.02
2015-01-16,2.94,-0.24,0.68,2.33
2015-01-17,15.88,-4.06,0,9.49
2015-01-18,7.68,-2.88,5.46,4.84
2015-01-19,7.47,-0.08,0.2,7.94
2015-01-20,12.93,-2.6,0,8.1
2015-01-21,5.86,1.08,0.98,4.85
2015-01-22,8.25,2.02,0.14,4.73
2015-01-23,7.74,-0.46,0,3.46
2015-01-24,10.17,1.62,0,6.68
2015-01-25,2.32,1.42,6.06,1.74
2015-01-26,3.44,3.38,1.3,2.09
2015-01-27,16.71,-2.56,0,10.13
2015-01-28,15.37,-4.44,0,8.82
2015-01-29,5.13,-1.96,0,4.07
2015-01-30,15.27,-2.66,0,9.39
2015-01-31,17.64,-5.04,0,10.53
2015-02-01,17.62,-4.1,0,10.79
2015-02-02,15.11,-2.54,0,9.38
2015-02-03,12.71,-1.34,0,8.27
2015-02-04,12.36,-0.94,0,9.09
2015-02-05,13.98,-0.88,0,9.29
2015-02-06,16.19,-0.84,0,10.03
2015-02-07,9.55,0.18,0.04,5.54
2015-02-08,18.61,-8.8,0,11.74
2015-02-09,14.22,-5.56,0.3,9.06
2015-02-10,9.69,0.52,0,8.18
2015-02-11,14.22,1.82,0,9.41
2015-02-12,19.75,-1.92,0,12.06
2015-02-13,19.76,-2.02,0,12.18
2015-02-14,5.76,-0.1,0,4.3
2015-02-15,12.34,6.72,0,8.47
2015-02-16,1.63,4.28,10.64,1.31
2015-02-17,5.88,2.2,0.5,3.9
2015-02-18,5.19,0.54,0,2.69
2015-02-19,16.47,0.62,0,11.85
2015-02-20,14.81,3.3,0,10.84
2015-02-21,2.67,4.9,8.8,2.15
2015-02-22,9.53,3.7,2.06,5.92
2015-02-23,16.2,0.88,0,10.68
2015-02-24,18.41,1.36,0,12.41
2015-02-25,15.28,4.62,0.76,11.03
2015-02-26,19.16,1.4,0.5,11.93
2015-02-27,20.9,-1.46,0,13.57
2015-02-28,8.22,1.54,0,6.02
2015-03-01,12.3,2.42,0.02,7.58
2015-03-02,20.78,2.48,0,13.62
2015-03-03,6.18,2.64,3.14,3.67
2015-03-04,22.69,-1.6,0,14.28
2015-03-05,18.18,-1.28,0,12.48
2015-03-06,21.61,1.4,0,14.71
2015-03-07,21.52,2.78,0,14.77
2015-03-08,17.89,6.26,0,12.71
2015-03-09,21.43,2.56,0,14.49
2015-03-10,24.99,-2.98,0,16.5
2015-03-11,17.33,-0.02,0,11.82
2015-03-12,23.23,1.82,0,15.93
2015-03-13,21.67,5,1.18,15.53
2015-03-14,21.49,3.36,0,15.12
2015-03-15,19.1,4.08,0,14.17
2015-03-16,19.77,7.58,0,14.6
2015-03-17,8.27,9.2,0.02,7.38
2015-03-18,3.81,9.4,5.58,3.01
2015-03-19,21.27,11.74,0,15.18
2015-03-20,19.52,11.96,0,13.99
2015-03-21,18.6,10.28,0,14.03
2015-03-22,21.7,7.36,0,14.42
2015-03-23,24.18,4.68,0,17.77
2015-03-24,23.91,4.32,0,17.65
2015-03-25,23.34,5.52,0,17.36
2015-03-26,23,7.06,0,17.43
2015-03-27,21.63,8,0,16.73
2015-03-28,21.66,8.6,0,16.6
2015-03-29,14.41,10.36,0,8.37
2015-03-30,20.63,12,0,16.12
2015-03-31,2.92,11.44,2.38,2.16
2015-04-01,14.68,12.14,2.18,12.36
2015-04-02,13.93,14.38,24.98,12.61
2015-04-03,8.7,10.68,9.12,5.19
2015-04-04,14.69,12.5,0.18,11.8
2015-04-05,3.27,9.94,0.74,2.06
2015-04-06,9.93,10.4,0,7.55
2015-04-07,11.84,7.82,0.02,9.89
2015-04-08,16.99,8,0,12.52
2015-04-09,20.61,8.7,0,14.84
2015-04-10,23.83,10.56,0,18.18
2015-04-11,22.89,12.08,0,18.12
2015-04-12,13.49,13.18,0,10.32
2015-04-13,13.08,11.44,3.26,7.44
2015-04-14,5.63,6.76,14.82,3.85
2015-04-15,19.48,10.78,2.88,15.73
2015-04-16,5.41,9.64,4.52,4.27
2015-04-17,24.54,9.96,0,20.08
2015-04-18,21.22,13.74,0,16.29
2015-04-19,3.68,13.32,17,2.42
2015-04-20,10.16,11.68,7.34,7.75
2015-04-21,24.63,12.2,0,20.79
2015-04-22,21.4,13.06,0.02,18.12
2015-04-23,24.26,13.56,0,20.1
2015-04-24,24.72,15.18,0,20.18
2015-04-25,25.44,14.64,0,21.05
2015-04-26,23.14,16.42,0,19.4
2015-04-27,23.89,17.4,0,20
2015-04-28,19.42,18.76,0,15.38
2015-04-29,6.31,16.86,3.04,4.31
2015-04-30,22.93,19.98,0,18.61
2015-05-01,23.1,20.22,0,19.9
2015-05-02,16.39,19.98,0.86,14.57
2015-05-03,5.69,18.02,3.62,4.17
2015-05-04,25.62,15.98,0,21.22
2015-05-05,26.48,13.12,0,22.8
2015-05-06,17.11,14.12,0,15.02
2015-05-07,20.3,15.54,0,18.84
2015-05-08,16.02,15.96,0,13.65
2015-05-09,21.6,17.5,0,20.8
2015-05-10,23.89,18.06,0,21.8
2015-05-11,13.54,17.42,15.2,10.51
2015-05-12,17.27,13.76,10.5,14.68
2015-05-13,25.1,17.7,0,21.97
2015-05-14,21.73,19.86,0,19.82
2015-05-15,11.34,19.1,0,7.38
2015-05-16,26.06,17.52,0,23.61
2015-05-17,23.52,17.14,0,21.45
2015-05-18,15.21,16.74,0,11.84
2015-05-19,5.75,15.24,0.8,3.21
2015-05-20,25.01,16.06,0,23.4
2015-05-21,25.92,17.92,0,23.29
2015-05-22,25.13,19.34,0,22.42
2015-05-23,24.43,19.42,0,22.89
2015-05-24,25.89,19.66,0,23.71
2015-05-25,24.31,19.78,0,22.85
2015-05-26,24.73,20.48,0,23.9
2015-05-27,25.01,21.56,0,23.7
2015-05-28,22.98,22.66,0,21.51
2015-05-29,19.03,22.62,0,17.77
2015-05-30,9.67,19.16,0.7,7.74
2015-05-31,21.4,20.42,0,21.5
2015-06-01,20.51,20.58,0,19.93
2015-06-02,21.85,22.22,0,20.43
2015-06-03,25.54,22.48,0,23.61
2015-06-04,22.56,22.1,0,20.83
2015-06-05,7.78,17.42,1.48,6.64
2015-06-06,22.89,20.72,0,21.29
2015-06-07,21.4,22.14,0,21.07
2015-06-08,14.86,21.18,0,12.96
2015-06-09,20.39,21.72,0,19.26
2015-06-10,22.95,24,0,21.84
2015-06-11,11.76,23.62,5.7,9.82
2015-06-12,22.28,23.3,0.56,21.37
2015-06-13,15.91,23.36,1.06,14.59
2015-06-14,19.21,22.36,14.1,16.79
2015-06-15,19.79,23.76,0,17.56
2015-06-16,20.84,23.56,3.02,21.45
2015-06-17,17.07,23.1,4.48,13.46
2015-06-18,19.67,23.86,0,16.49
2015-06-19,19.47,23.46,0,18.7
2015-06-20,4.15,18.76,21.64,3.93
2015-06-21,22.53,21.76,0,22.36
2015-06-22,22.18,23.38,0,20.12
2015-06-23,22.39,24.1,0,21.5
2015-06-24,19.08,24.5,0.2,17.37
2015-06-25,11.62,23.28,1.52,8.74
2015-06-26,10.68,20.76,19.62,8.99
2015-06-27,22.71,24.04,0,19.87
2015-06-28,23.05,24.34,0,22.47
2015-06-29,22.21,24.82,0,21.57
2015-06-30,13.03,23.78,0.06,14.11
2015-07-01,21.59,23.12,0.04,22.17
2015-07-02,19.21,22.86,0,17.79
2015-07-03,19.87,22,0,20.9
2015-07-04,21.58,22.58,0,20.89
2015-07-05,20.49,22.84,5.14,21.11
2015-07-06,21.64,23.84,0,21.54
2015-07-07,13.12,23.14,0.04,11.71
2015-07-08,9.04,22.34,1.4,7.93
2015-07-09,13.84,25.14,0,12.91
2015-07-10,17.83,27.1,0,15.45
2015-07-11,18.13,28.64,0.08,17.56
2015-07-12,4.74,24.5,28.12,4.19
2015-07-13,4.72,22.98,13.84,5
2015-07-14,19.94,25.46,0,18.36
2015-07-15,19.45,25.84,0.62,18.39
2015-07-16,21.33,23.3,0,19.54
2015-07-17,20.45,22.66,0,18.54
2015-07-18,11.37,23.4,0.28,8.13
2015-07-19,12.67,24.06,6.38,10.51
2015-07-20,10.38,26.1,2.2,10.41
2015-07-21,10.89,25.86,2.14,7.76
2015-07-22,13.49,27.2,4.5,10.59
2015-07-23,9.63,26.4,18.48,7.6
2015-07-24,3.7,24.34,52.02,1.74
2015-07-25,2.71,24.76,68.12,2.72
2015-07-26,15.53,26.16,13.6,18.41
2015-07-27,10.21,25.84,0.62,8.29
2015-07-28,17.69,27.14,0.02,15.86
2015-07-29,4.9,25.74,24.9,5.23
2015-07-30,15.34,28.1,0,15.34
2015-07-31,15.8,27.48,0,15.49
2015-08-01,14.56,27.22,2.3,14
2015-08-02,8.65,25.96,12.24,8.57
2015-08-03,14.65,27.24,0.84,16.1
2015-08-04,15.6,27.02,0,14.28
2015-08-05,15.52,27.64,0.4,17.95
2015-08-06,19.27,28.22,0,19.4
2015-08-07,19.15,28.42,7.38,16.24
2015-08-08,13.28,25.86,14.8,13.6
2015-08-09,17.56,26.18,0,15.45
2015-08-10,16.08,25.98,0,12.67
2015-08-11,12.76,25.62,0.1,12.55
2015-08-12,19.91,26.48,0,18.62
2015-08-13,16.24,24.62,5.78,15.85
2015-08-14,18.75,25.62,0,17.67
2015-08-15,17.53,26.2,0,16.1
2015-08-16,9.84,24.32,16.66,7.01
2015-08-17,19.68,25.12,1.32,18.89
2015-08-18,20.17,26.32,0,18.39
2015-08-19,11.89,25.38,0,10.29
2015-08-20,9.27,24.44,0.96,8.92
2015-08-21,11.35,24.6,0.74,9.83
2015-08-22,13.32,24.36,0.12,10.49
2015-08-23,18.45,24.82,0,16.52
2015-08-24,12.68,25.26,0.28,10.27
2015-08-25,4.56,21.54,5.82,3.59
2015-08-26,14.12,21.92,0.18,13.75
2015-08-27,21.63,23.44,2.4,19.11
2015-08-28,15.69,21.7,0.8,11.83
2015-08-29,19.19,22.86,0,16.65
2015-08-30,19.99,23.48,0,18.48
2015-08-31,18.32,24.58,0.36,16.37
2015-09-01,15.52,24.38,0.02,14.86
2015-09-02,10.68,22.16,24.22,8.78
2015-09-03,15.82,22.72,0.14,11.81
2015-09-04,17.51,23.68,0,16.24
2015-09-05,6.03,21.24,2.6,6.67
2015-09-06,11.35,21.06,0,10.83
2015-09-07,21.87,21,0,18.87
2015-09-08,22.71,20.64,0,19.68
2015-09-09,22.9,20.56,0,19.37
2015-09-10,21.29,21.08,0,17.83
2015-09-11,8.86,20.1,3.1,6.73
2015-09-12,12.28,18.22,0.2,10.4
2015-09-13,22.38,18.42,0,18.42
2015-09-14,19.29,19.88,0,16.32
2015-09-15,20.77,20.56,0,17.43
2015-09-16,19.66,19.3,0,16.09
2015-09-17,21.42,19.68,0,17.79
2015-09-18,20.1,19.74,0,15.74
2015-09-19,19.68,20.44,0,15.06
2015-09-20,15.01,20.18,0,13.77
2015-09-21,17.92,20.14,0,14.04
2015-09-22,19.02,20.92,0,16.14
2015-09-23,7.65,19.74,0,5.6
2015-09-24,16.9,21.16,0,13.24
2015-09-25,16.05,21.2,0,12.68
2015-09-26,14.25,19.66,0,11.78
2015-09-27,19.84,18.92,0,15.87
2015-09-28,14.51,19.36,0,13.22
2015-09-29,19.57,20.36,0,15.86
2015-09-30,11.41,20,0,8.89
2015-10-01,1.52,15.7,24.24,1.52
2015-10-02,17.69,15.08,0,14.29
2015-10-03,18,18.08,0,14.3
2015-10-04,15.66,14.56,0,11.96
2015-10-05,19.39,15.72,0,14.41
2015-10-06,17.96,16.26,0,13.51
2015-10-07,13.61,17.52,0,10.92
2015-10-08,16.31,18.44,0,12.26
2015-10-09,20.54,15.12,0,15.3
2015-10-10,7.45,11.46,8.58,4.56
2015-10-11,6.23,9.58,2.76,4.15
2015-10-12,19.17,11.72,0.02,13.59
2015-10-13,18.49,13.02,0,13.65
2015-10-14,16.91,14.66,0,12.35
2015-10-15,16.63,15.46,0,12.06
2015-10-16,14.32,16.1,0,9.03
2015-10-17,16.05,16.14,0,11.81
2015-10-18,13.23,15.14,0,10.1
2015-10-19,12.02,15.8,0,10.16
2015-10-20,11.93,16.92,0,9.37
2015-10-21,10.08,16.48,0,8.39
2015-10-22,10,15.88,0,9.14
2015-10-23,8.52,15.8,0,9.85
2015-10-24,12.7,15.66,7.94,8.92
2015-10-25,15.91,13.48,0,11.32
2015-10-26,7.87,13.76,1.7,6.46
2015-10-27,10.87,11.9,19.32,8.64
2015-10-28,16.47,9.14,0,11.47
2015-10-29,14.86,7.28,2.92,10.74
2015-10-30,18.15,5.12,0,12.3
2015-10-31,17.16,4.14,0,12.13
2015-11-01,8.72,5.1,0,7.16
2015-11-02,10.61,9.04,0,9.1
2015-11-03,13.11,8.78,0,9.84
2015-11-04,13.77,9.28,0,10.17
2015-11-05,11.64,10.88,0,8
2015-11-06,9.97,12.4,5.46,7.77
2015-11-07,1.29,10.7,22.46,1.42
2015-11-08,1.68,11.22,14.74,1.55
2015-11-09,4.6,11.12,3.88,2.44
2015-11-10,7.03,9.72,0,6.01
2015-11-11,9.74,10.06,0,8.14
2015-11-12,12.64,12.48,0,9.71
2015-11-13,1.32,10.62,19.94,1.23
2015-11-14,2.38,12.52,7.46,1.55
2015-11-15,9.33,13.16,0.04,8.13
2015-11-16,2.51,11.28,11.6,2.59
2015-11-17,12.31,13.44,0.34,8.88
2015-11-18,0.98,10.46,5.92,1.04
2015-11-19,2.59,8.68,0.2,2.28
2015-11-20,6.76,9.34,0,4.34
2015-11-21,10.57,8.14,0,6.91
2015-11-22,7.16,9.42,3.42,5.92
2015-11-23,3.26,8.22,10.38,2.84
2015-11-24,5.03,6.44,0.9,3.92
2015-11-25,1.57,2.76,11.94,2.11
2015-11-26,3.66,-1.84,0.74,4.78
2015-11-27,6.36,-2.34,0,4.41
2015-11-28,3.13,0.08,0.14,2.59
2015-11-29,1.5,2.42,3.58,1.04
2015-11-30,12.17,3.72,0.18,7.89
2015-12-01,12.85,2.28,0,7.8
2015-12-02,1.2,5.16,15.34,1.07
2015-12-03,2.05,-0.18,8.06,1.87
2015-12-04,5.04,-0.84,0,5.12
2015-12-05,9.28,2.78,0,7.6
2015-12-06,9.32,0.32,0,6.94
2015-12-07,10.62,0.58,0,8.1
2015-12-08,11.86,1.14,0,7.95
2015-12-09,9.36,2.74,0,6.55
2015-12-10,1.39,6.06,0.7,1.62
2015-12-11,10.16,6.44,0,6.33
2015-12-12,13.28,3.08,0,8.01
2015-12-13,12.33,3.44,0,7.45
2015-12-14,1.74,4.06,2.98,1.63
2015-12-15,4.74,5.16,0.06,3.35
2015-12-16,10.33,-0.24,0,6.77
2015-12-17,13.82,-4.26,0,8.52
2015-12-18,2.18,-4.52,0,2.17
2015-12-19,11.45,-2.02,0,7.92
2015-12-20,5.82,-0.7,0,3.93
2015-12-21,3.14,1.2,2.96,2.3
2015-12-22,10.25,2.16,0,6.66
2015-12-23,7.16,4.22,0.34,4.94
2015-12-24,7.13,1,0,5.52
2015-12-25,14.14,-0.7,0,8.43
2015-12-26,5.62,1.06,1.2,5.14
2015-12-27,14.31,-4.9,0,8.64
2015-12-28,14.14,-6.02,0,8.39
2015-12-29,10.75,-4.92,0,6.91
2015-12-30,8.33,-0.66,1.72,5.97
2015-12-31,7.12,0.66,0,5.52
2016-01-01,6.46,-0.3,0,4.52
2016-01-02,6.58,4.6,0,4.15
2016-01-03,5.59,4.4,0,4.03
2016-01-04,12.57,2.76,0,7.48
2016-01-05,11.14,-1.94,0,6.59
2016-01-06,6.36,-2.26,0,4.87
2016-01-07,13.97,-3.1,0,8.55
2016-01-08,13.71,-3.84,0,8.63
2016-01-09,13.19,-2.28,0,7.23
2016-01-10,12.17,0.18,0,7.75
2016-01-11,14.22,-3.56,0,8.92
2016-01-12,14.43,-5.44,0,9.05
2016-01-13,9.28,-4.68,0.86,6.05
2016-01-14,9.75,-4.52,0.26,8.2
2016-01-15,9.45,-2.54,0.26,7.37
2016-01-16,5.14,-1.94,0.16,4.01
2016-01-17,4.56,0.24,0,3.61
2016-01-18,10.9,-5.72,0.26,7.04
2016-01-19,14.74,-11.86,0,9.93
2016-01-20,11.46,-11.14,0,7.71
2016-01-21,11.14,-7.56,0,7.18
2016-01-22,10.76,-7.76,0,7.9
2016-01-23,13.88,-10.58,0,9.74
2016-01-24,13.84,-13.76,0,9.51
2016-01-25,15.68,-10.06,0,9.93
2016-01-26,7.16,-5.08,0.38,5.77
2016-01-27,12.62,-2.6,0,8.1
2016-01-28,6.7,-2.02,0,5.61
2016-01-29,4.47,1.5,0,3.53
2016-01-30,11.11,0.42,0,7.65
2016-01-31,14.21,-3.16,0,9.01
2016-02-01,16.91,-5.84,0,10.73
2016-02-02,17.11,-6.14,0,10.68
2016-02-03,14.81,-4.48,0,9.84
2016-02-04,14.04,-1.34,0,9.67
2016-02-05,14.18,-3.16,0,9.42
2016-02-06,17.04,-3.46,0.06,10.97
2016-02-07,17.59,-4.4,0,11.36
2016-02-08,6.59,-0.02,0.22,6.09
2016-02-09,16.77,0.5,0,11.77
2016-02-10,17.77,0.5,0,12
2016-02-11,9.85,6.04,0.32,7.46
2016-02-12,1.06,7.8,19.68,1.02
2016-02-13,3.97,10.68,19.82,3.76
2016-02-14,3.09,-1.46,0.44,3.24
2016-02-15,20.17,-5.04,0.02,13.18
2016-02-16,7.07,-2.86,0.88,5.77
2016-02-17,19.02,-0.66,0,13.01
2016-02-18,10.5,3.36,0.02,7.11
2016-02-19,5.11,1.72,0,3.41
2016-02-20,16.86,1.4,0,11.71
2016-02-21,18.75,-0.54,0,13.62
2016-02-22,7.2,0.92,0.06,5.08
2016-02-23,17.24,1.02,0.22,11.37
2016-02-24,20.79,-2.68,0,14.39
2016-02-25,14.38,-0.64,0.2,9.74
2016-02-26,18.87,1.94,0.32,13.17
2016-02-27,11.41,2.28,2.94,9.51
2016-02-28,3.64,0.22,3.5,3.17
2016-02-29,4.59,-3.22,0,10.43
2016-03-01,15.19,-2.76,0,14.29
2016-03-02,10.94,2.44,0,10.06
2016-03-03,11.21,6.6,0,9
2016-03-04,16.65,11.32,1.1,13.31
2016-03-05,2.3,10.84,47.88,1.96
2016-03-06,18.15,8.08,0,13.65
2016-03-07,5.28,6.96,0,3.97
2016-03-08,8.9,3.32,0,5.79
2016-03-09,21.45,1.36,0,15.19
2016-03-10,23.15,-0.1,0,16.58
2016-03-11,22.84,-0.1,0,16.36
2016-03-12,14.13,1.76,0,10.52
2016-03-13,7.01,2.76,0.64,6.67
2016-03-14,17.25,4.02,0,13.25
2016-03-15,19.76,4.66,0,14.98
2016-03-16,20.44,6.94,0,15.49
2016-03-17,14.4,7.72,0,11.52
2016-03-18,13.88,11.92,0,10.56
2016-03-19,18.9,10.12,0,15.21
2016-03-20,17.96,8.94,0,15.13
2016-03-21,20.07,8.78,0,15.82
2016-03-22,18.79,7.5,0,15.24
2016-03-23,17.71,7.92,0,13.75
2016-03-24,22.04,6.4,0,17.2
2016-03-25,17.81,5.46,0,14.65
2016-03-26,18.7,5.54,0,14.41
2016-03-27,20.18,6.28,0,15.81
2016-03-28,20.65,8.34,0,16.66
2016-03-29,13.98,10.88,0.02,10.57
2016-03-30,20.22,11.04,0,16
2016-03-31,17.44,11.94,0,14.11
2016-04-01,20.26,13.58,0,16.69
2016-04-02,19.42,13.88,0,16.43
2016-04-03,3.85,10.8,0.08,2.94
2016-04-04,22.06,12.12,0,18.03
2016-04-05,22.35,11.04,0,18.81
2016-04-06,16.72,13.68,1.38,13.25
2016-04-07,17.72,14.2,6.98,14.79
2016-04-08,19.37,11.64,0,16.31
2016-04-09,6.45,11.6,0.02,5.91
2016-04-10,15.95,14,0,12.85
2016-04-11,22.98,11.9,0,19.2
2016-04-12,17.28,13.32,0,14.03
2016-04-13,13.74,14.48,2.28,10.31
2016-04-14,16.6,12.66,0,9.89
2016-04-15,22.97,14.12,0,19.4
2016-04-16,8.96,13.9,29.76,7.18
2016-04-17,17.72,11.72,20.6,15.25
2016-04-18,21.11,11.08,4.04,17.03
2016-04-19,23.61,12.06,0,19.46
2016-04-20,12.75,13.52,0.5,10.37
2016-04-21,7.83,13.92,16.94,7.27
2016-04-22,14.07,14.6,0,12.83
2016-04-23,17.27,13.62,0,13.8
2016-04-24,23.01,14.34,0,19.09
2016-04-25,22.62,16.18,0,19.59
2016-04-26,20.4,19.36,0,17.79
2016-04-27,6.76,15.6,0.1,4.69
2016-04-28,19.84,16.28,0,16.57
2016-04-29,22.84,15.62,0,20.2
2016-04-30,14.82,15.66,0,13.41
2016-05-01,19,17.34,0,17.36
2016-05-02,17.99,19.82,13.8,15.57
2016-05-03,1.89,13.44,36.32,1.6
2016-05-04,25.75,16.1,0.06,22.98
2016-05-05,22.24,17.44,7.14,20.52
2016-05-06,2.81,15.6,3.66,1.68
2016-05-07,24.28,16.04,0,21.46
2016-05-08,23.32,18.18,0,20.99
2016-05-09,16.59,19.2,0,16.42
2016-05-10,4.63,14.16,13.4,4.21
2016-05-11,24.38,16.4,0,22.25
2016-05-12,24.46,17.2,0,22.1
2016-05-13,23.7,17.68,0.02,21.15
2016-05-14,24.71,19.14,0,21.71
2016-05-15,13.02,17.1,30.18,11.07
2016-05-16,24.8,15.54,2.48,21.64
2016-05-17,24.84,17.6,0,22.87
2016-05-18,24.68,20.32,0,23.2
2016-05-19,24.2,22.08,0,22.89
2016-05-20,23.52,21.94,0,22.29
2016-05-21,23.81,21.38,0,22.5
2016-05-22,23.97,22.06,0,23.21
2016-05-23,19.02,21.4,0,17.5
2016-05-24,9.33,16.52,30.4,7.16
2016-05-25,17.21,18.96,0,14.46
2016-05-26,9.18,18.78,0.18,10.07
2016-05-27,19.17,20.1,0,17.33
2016-05-28,23.41,20.66,0,21.42
2016-05-29,19.01,20.32,0,17.77
2016-05-30,23.87,20.98,0,22.59
2016-05-31,21.75,20.82,0,20.72
2016-06-01,23.73,22.08,0,21.8
2016-06-02,23.89,21.76,0,23.55
2016-06-03,22.92,21.14,0,22.49
2016-06-04,10.74,19.82,0.04,7.74
2016-06-05,23.3,23.02,0,22.38
2016-06-06,15.39,21.52,0,15.55
2016-06-07,16.38,21.84,0.06,19.93
2016-06-08,19.25,21.36,0,19.28
2016-06-09,22.28,22.88,0,19.91
2016-06-10,21.11,23.62,0,20.55
2016-06-11,11.93,23.24,3.24,12.1
2016-06-12,13.51,23.58,0.52,13.18
2016-06-13,19.69,23.52,0,17.69
2016-06-14,18.79,22.98,0.14,17.2
2016-06-15,8.37,20.56,16.78,6.79
2016-06-16,16.4,21.04,0,17.42
2016-06-17,22.11,22.92,0,20.56
2016-06-18,22.77,23.36,0,22.37
2016-06-19,18.87,23.2,0,18.39
2016-06-20,17.93,23.88,0,18.2
2016-06-21,17.42,24.72,0,16.33
2016-06-22,11.97,23.72,1.24,11.62
2016-06-23,18.08,24.34,0.92,17.68
2016-06-24,10.06,22.26,7.24,8.7
2016-06-25,19.66,21.86,0,23.12
2016-06-26,23.59,23.5,0,23.61
2016-06-27,14.21,23.02,0,13.24
2016-06-28,21.3,24.14,0,20.29
2016-06-29,17.75,24.44,0,16.15
2016-06-30,10.57,24.7,0.2,7.42
2016-07-01,4.52,23.84,90.44,4.58
2016-07-02,13.08,23.54,1.52,10.79
2016-07-03,11.02,22.98,0,9.58
2016-07-04,4.37,21.08,52.12,2.87
2016-07-05,3.56,21.84,90.04,2.99
2016-07-06,13.16,22.18,1.28,11.33
2016-07-07,14.34,23.36,0,11.08
2016-07-08,21.56,26.02,0,22.75
2016-07-09,22.13,26.5,0,21.88
2016-07-10,19.64,26.52,0,19.7
2016-07-11,18.24,27.46,0.06,18.45
2016-07-12,14.06,25.14,7.52,13.99
2016-07-13,15.71,25.32,0.42,13.67
2016-07-14,18.12,26.26,0.24,13.79
2016-07-15,13.51,24.98,1.4,10.6
2016-07-16,3.03,20.42,49.66,2.05
2016-07-17,7.21,21.4,5.92,5.63
2016-07-18,15.7,23.46,0.42,15.15
2016-07-19,21.06,25.08,0,21.42
2016-07-20,19.77,26.88,0,16.9
2016-07-21,16.13,26.3,0,14.73
2016-07-22,19.64,27.92,0,19.64
2016-07-23,12.96,27.64,1.78,11.82
2016-07-24,9.11,27.52,3.88,9.45
2016-07-25,12.59,27.88,0.1,13.34
2016-07-26,14.42,27.24,0,14.28
2016-07-27,6.57,26.68,3.38,5.13
2016-07-28,18.9,27.4,3.6,17.54
2016-07-29,6.15,25.2,23.48,4.44
2016-07-30,14.72,27.8,5.48,15.01
2016-07-31,17.33,27.7,3.44,18.29
2016-08-01,13.85,27.06,0.1,14.28
2016-08-02,10.94,26.48,4.32,8.39
2016-08-03,20,27.9,0,18.16
2016-08-04,19.81,28.62,0,14.74
2016-08-05,20.25,29.06,0,18.03
2016-08-06,18.92,29.18,0,18.84
2016-08-07,20.03,29.12,0,20.15
2016-08-08,19.05,28.76,0,16.39
2016-08-09,17.47,28.6,0,16.54
2016-08-10,18.25,28.96,0,18.57
2016-08-11,19.85,29.24,0,18.79
2016-08-12,18.7,29.24,0,17.49
2016-08-13,18.38,29.3,0,19.04
2016-08-14,11.47,27.96,1.64,13.27
2016-08-15,16.7,28.46,0,16.87
2016-08-16,18.41,28.58,0,17.07
2016-08-17,18.09,28.22,0.06,15.93
2016-08-18,14.42,28.22,0,13.32
2016-08-19,12.48,28.48,0.04,13.66
2016-08-20,16.02,29.26,0,13.77
2016-08-21,17.21,28.96,0.16,16.91
2016-08-22,17.53,28.52,0,14.55
2016-08-23,14.72,27.94,3.38,14.24
2016-08-24,15.64,27.94,1.46,14.6
2016-08-25,14.1,26.3,4.4,15.03
2016-08-26,13.93,21.5,16.4,11.75
2016-08-27,21.48,21.58,0,19.51
2016-08-28,9.87,19.82,6.4,6.94
2016-08-29,17.24,20.46,0.02,16.14
2016-08-30,11.24,19.72,0.02,9.33
2016-08-31,3.99,17.8,24.94,3.55
2016-09-01,15.41,22.44,1.24,13.9
2016-09-02,16.76,22.98,7.46,16.19
2016-09-03,13.05,23.32,0.44,11.82
2016-09-04,11.96,24.5,0,10.91
2016-09-05,15.65,25.5,0,13.71
2016-09-06,13.6,23.44,0,11.93
2016-09-07,12.55,23.5,0,9.68
2016-09-08,12.28,22.58,7.32,4.04
2016-09-09,15.35,22.96,0,10.93
2016-09-10,14.28,22.78,0,10.09
2016-09-11,12.98,23.1,0,12
2016-09-12,14.29,23.4,0,10.61
2016-09-13,17.94,23.28,0,13.64
2016-09-14,14.62,23.34,0,11.95
2016-09-15,15.15,22.14,0,13.22
2016-09-16,12.31,22.9,0,10.34
2016-09-17,11.2,21.76,15.62,8.68
2016-09-18,14.92,22.08,0,14.13
2016-09-19,17.07,20.22,0,14.38
2016-09-20,21.84,19.14,0,17.18
2016-09-21,16.73,17.72,0,13.14
2016-09-22,16.95,19.4,0,14.18
2016-09-23,17.57,19.32,0,15.31
2016-09-24,17.17,20.16,0,14.87
2016-09-25,13.45,20.82,0,9.67
2016-09-26,9.89,21.36,0,7.9
2016-09-27,2.86,19.76,11.26,2.26
2016-09-28,5.35,19.8,0.04,4.42
2016-09-29,11.08,19.34,0,9.41
2016-09-30,8.84,19.12,0,4.23
